DOME C CH4(Methane) DATA
	
*************			
University of Bern, Sidlerstr. 5, 3012 Bern			
10.1.01/em			
for further questions: monnin@climate.unibe.ch			
*************

Reference for the data:

E. Monnin, A. Indermühle, A. Dällenbach, J. Flückiger, B. Stauffer, 
T. F. Stocker, D. Raynaud, and J.-M. Barnola,  
Atmospheric CO2 concentrations over the last glacial termination, 
Science 291, 112-114, 2001
 
Reference for the dating:

J. Schwander, J. Jouzel, C. U. Hammer, J.-R. Petit, R. Udisti, E. Wolff, 
A tentative chronology for the EPICA Dome Concordia ice core, 
Submitted to GRL, 2000

		
BP is before 1950						


depth   age     CH4
        EDC1    
(m)     (yr BP) (ppbv)
352.04	9050	670.0
355.765	9169	664.7
357.415	9222	665.0
359.72	9295	663.3
362.915	9397	673.7
369.07	9589	682.3
371.165	9655	683.3
374.57	9761	676.3
377.215	9844	682.3
379.52	9916	685.0
381.715	9985	678.0
385.53	10106	698.0
388.28	10194	678.0
389.97	10248	688.0
393.715	10368	661.3
396.43	10456	652.0
399.215	10548	666.0
401.52	10624	680.7
404.715	10730	673.3
407.43	10820	703.0
411.315	10950	633.3
412.965	11006	654.3
415.27	11084	664.7
418.465	11193	559.0
421.32	11293	469.0
427.27	11513	467.7
429.015	11582	477.3
431.665	11692	482.7
434.52	11817	462.3
437.165	11938	466.7
443.32	12235	542.0
445.965	12368	627.0
448.27	12487	643.3
450.915	12622	646.0
453.77	12766	661.7
456.97	12924	653.3
460.33	13090	645.7
463.565	13249	618.7
464.77	13309	613.0
467.495	13442	630.0
469.72	13551	611.7
473.13	13715	578.3
479.62	14018	464.7
484.02	14226	461.0
487.18	14384	459.3
489.965	14529	473.3
491.72	14622	475.7
496.015	14852	451.0
498.87	15010	451.7
501.515	15163	456.0
504.37	15333	455.0
506.465	15462	473.3
509.18	15633	418.7
511.965	15813	427.3
514.68	15998	404.7
519.84	16369	394.8
525.82	16844	371.3
528.465	17067	383.7
531.18	17305	366.3
532.865	17457	371.3
536.68	17808	375.3
539.465	18068	371.0
543.8475	18480	378.7
548.78	18942	365.7
550.465	19100	377.0
552.85	19323	353.8
555.965	19615	375.7
557.72	19779	375.3
561.465	20131	366.7
564.18	20383	378.3
569.68	20891	353.7
572.47	21151	357.0
575.87	21468	357.3
578.17	21682	355.3

