Scientific Results, Volume 177
D. Hodell et al., Ms 177SR-120
Chapter 9, Table T1.  d18O and d13C for the benthic foraminifer Cibicidoides at ODP Site 1088 and weight percent CaCO3 of the sediment. 

 											
Site	Hole	Core	Section	Interval top (cm)	Interval bottom (cm)	Depth (mcd)	Age (ka)	d18O (permil)	d13C (permil)	CaCO3 (wt%)	Laboratory
	
1088	B	1	1	2	4	0.02	3.33	3.81	0.55	90.64	UF
1088	B	1	1	7	9	0.07	5.87	2.95	0.44	86.35	UF
1088	B	1	1	12	14	0.12	8.40	3.54	0.53	89.80	UF
1088	B	1	1	17	19	0.17	10.93	4.05	0.09	87.53	UF
1088	B	1	1	22	24	0.22	13.47	3.65	0.52	89.34	UF
1088	B	1	1	27	29	0.27	16.00	4.58	0.28	86.39	UF
1088	B	1	1	32	34	0.32	21.75	4.46	0.28	77.75	UF
1088	B	1	1	37	39	0.37	27.50	4.15	0.44	83.55	UF
1088	B	1	1	42	44	0.42	33.25	3.90	0.38	81.51	UF
1088	B	1	1	47	49	0.47	39.00	4.06	0.44	88.77	UF
1088	B	1	1	52	54	0.52	44.75	3.96	0.54	83.97	UF
1088	B	1	1	57	59	0.57	50.50	3.98	0.51	87.03	UF
1088	B	1	1	62	64	0.62	56.25	3.91	0.33	85.68	UF
1088	B	1	1	67	69	0.67	62.00	4.07	0.16	87.09	UF
1088	B	1	1	72	74	0.72	66.80	3.94	0.72	86.07	UF
1088	B	1	1	77	79	0.77	71.60	3.71	0.74	88.81	UF
1088	B	1	1	82	84	0.82	76.40	3.69	0.57	86.76	UF
1088	B	1	1	87	89	0.87	81.20	3.59	0.65	89.48	UF
1088	B	1	1	92	94	0.92	86.00	3.71	0.42	90.44	UF
1088	B	1	1	97	99	0.97	88.40	3.69	0.66	88.02	UF
1088	B	1	1	107	109	1.07	93.20	3.39	0.60	88.01	UF
1088	B	1	1	112	114	1.12	95.60	3.53	0.55	86.16	UF
1088	B	1	1	117	119	1.17	98.00	3.15	0.49	86.08	UF
1088	B	1	1	122	124	1.22	102.00	3.29	0.37	87.27	UF
1088	B	1	1	127	129	1.27	106.00	3.58	0.67	84.40	UF
1088	B	1	1	132	134	1.32	121.45	2.93	0.44	86.58	UF
1088	B	1	1	137	139	1.37	126.00	3.69	0.11	87.38	UF
1088	B	1	2	0	2	1.50	131.20	4.39	0.00	86.85	UF
1088	B	1	2	7	9	1.57	134.00	4.45	0.05	85.79	UF
1088	B	1	2	17	19	1.67	144.00	4.36	-0.08	85.01	UF
1088	B	1	2	22	24	1.72	149.00	4.16	-0.10	84.98	UF
1088	B	1	2	27	29	1.77	154.00	4.10	-0.06	85.28	UF
1088	B	1	2	32	34	1.82	159.00	4.00	0.19	84.84	UF
1088	B	1	2	37	39	1.87	164.00	4.22	0.18	86.96	UF
1088	B	1	2	42	44	1.92	169.00	4.18	0.20	89.53	UF
1088	B	1	2	47	49	1.97	174.00	4.14	-0.10	86.05	UF
1088	B	1	2	57	59	2.07	184.00	4.19	-0.05	85.66	UF
1088	B	1	2	62	64	2.12	190.50	3.29	0.38	87.61	UF
1088	B	1	2	67	69	2.17	197.00	3.10	0.48	86.84	UF
1088	B	1	2	72	74	2.22	203.50	4.14	0.21	90.52	UF
1088	B	1	2	77	79	2.27	210.00	3.53	0.11	90.78	UF
1088	B	1	2	82	84	2.32	216.50	4.18	0.26	86.54	UF
1088	B	1	2	87	89	2.37	223.00	3.86	0.42	90.91	UF
1088	B	1	2	92	94	2.42	229.50	4.04	0.16	89.88	UF
1088	B	1	2	97	99	2.47	236.00	3.51	0.18	87.02	UF
1088	B	1	2	107	109	2.57	251.84	4.28	0.09	85.60	UF
1088	B	1	2	112	114	2.62	260.88	4.05	-0.02	85.24	UF
1088	B	1	2	117	119	2.67	269.92	4.11	0.00	82.18	UF
1088	B	1	2	122	124	2.72	278.96	3.96	0.22	87.23	UF
1088	B	1	2	127	129	2.77	288.00	3.49	0.28	88.44	UF
1088	B	1	2	132	134	2.82	293.00	3.79	0.41	85.47	UF
1088	B	1	2	137	139	2.87	298.00	3.79	0.45	89.60	UF
1088	B	1	2	142	144	2.92	301.95	3.53	0.27	88.23	UF
1088	B	1	3	2	4	3.02	309.85	3.25	0.40	81.13	UF
1088	B	1	3	7	9	3.07	313.80	3.29	0.38	89.47	UF
1088	B	1	3	13	15	3.13	318.54	3.07	0.21	90.41	UF
1088	B	1	3	17	19	3.17	321.70	3.14	-0.25	87.54	UF
1088	B	1	3	22	24	3.22	325.65	3.08	0.21	89.65	UF
1088	B	1	3	27	29	3.27	329.60	3.05	0.17	86.91	UF
1088	B	1	3	32	34	3.32	334.70	3.81	0.15	89.68	UF
1088	B	1	3	37	39	3.37	339.80	3.88	0.22	90.49	UF
1088	B	1	3	42	44	3.42	344.90	3.79	-0.17	88.56	UF
1088	B	1	3	47	49	3.47	350.00	3.16	-0.06	89.64	UF
1088	B	1	3	57	59	3.57	358.79	3.83	-0.21	87.29	UF
1088	B	1	3	62	64	3.62	363.19	3.97	0.13	89.42	UF
1088	B	1	3	67	69	3.67	367.58	3.89	0.13	88.35	UF
1088	B	1	3	72	74	3.72	371.98	3.77	0.58	89.34	UF
1088	B	1	3	77	79	3.77	376.37	3.46	0.34	88.98	UF
1088	B	1	3	82	84	3.82	380.77	3.55	0.70	83.20	UF
1088	B	1	3	87	89	3.87	385.17	3.27	0.56	91.02	UF
1088	B	1	3	92	94	3.92	389.56	3.39	0.61	89.98	UF
1088	B	1	3	97	99	3.97	393.96	3.37	0.56	90.61	UF
1088	B	1	3	107	109	4.07	402.75	2.90	0.72	82.26	UF
1088	B	1	3	112	114	4.12	407.14	2.77	0.62	90.23	UF
1088	B	1	3	117	119	4.17	411.54	2.81	0.55	89.89	UF
1088	B	1	3	122	124	4.22	413.81	2.90	0.53	89.12	UF
1088	B	1	3	127	129	4.27	416.09	3.13	0.48	91.28	UF
1088	B	1	3	132	134	4.32	418.36	3.41	0.59	90.58	UF
1088	B	1	3	137	139	4.37	420.63	3.34	0.35	91.38	UF
1088	B	1	3	142	144	4.42	422.91	3.62	0.07	88.91	UF
1088	B	1	4	0	2	4.50	426.54	3.88	0.21	88.36	UF
1088	B	1	4	7	9	4.57	429.73	4.42	0.14	85.76	UF
1088	B	1	4	12	14	4.62	432.00	4.74	0.21	86.64	UF
1088	B	1	4	17	19	4.67	443.00	4.33	0.18	88.43	UF
1088	B	1	4	22	24	4.72	454.00	4.07	0.30	88.90	UF
1088	B	1	4	27	29	4.77	465.00	4.27	0.09	88.89	UF
1088	B	1	4	32	34	4.82	476.00	3.43	1.04	89.19	UF
1088	B	1	4	37	39	4.87	479.54	3.42	0.63	90.94	UF
1088	B	1	4	47	49	4.97	486.61	3.60	0.51	88.93	UF
1088	B	1	4	52	54	5.02	490.15	3.44	0.91	89.69	UF
1088	B	1	4	57	59	5.07	493.69			88.27	UF
1088	B	1	4	62	64	5.12	497.22			89.18	UF
1088	B	1	4	67	69	5.17	500.76	3.43	1.00	87.34	UF
1088	B	1	4	72	74	5.22	502.42	3.70	0.96	89.47	UF
1088	B	1	4	77	79	5.27	504.08	4.31	0.31		UF
1088	B	1	cc	2	4	5.36	508.22			86.88	UF
										
1088	B	2	1	2	4	5.52	512.38			90.60	UF
1088	B	2	1	7	9	5.57	514.04	3.85	0.55	89.91	UF
1088	B	2	1	12	14	5.62	515.70	3.72	0.42	87.35	UF
1088	B	2	1	17	19	5.67	517.36	3.70	0.93	91.85	UF
1088	B	2	1	22	24	5.72	519.02	3.44	1.10	91.27	UF
1088	B	2	1	27	29	5.77	520.68	3.42	0.63	94.85	UF
1088	B	2	1	32	34	5.82	522.34	3.19	0.93	91.75	UF
1088	B	2	1	37	39	5.87	524.00	3.18	0.71	90.71	UF
1088	B	2	1	42	44	5.92	528.14	3.77	0.59	91.55	UF
1088	B	2	1	47	49	5.97	532.29	3.73	0.82		UF
1088	B	2	1	52	54	6.02	536.43	3.65	0.70	94.03	UF
1088	B	2	1	57	59	6.07	540.57	3.83	0.93	91.99	UF
1088	B	2	1	62	64	6.12	544.71	3.65	0.71	92.70	UF
