/* DATA DESCRIPTION:
Citation:	Crundwell, M et al. (2008): (Appendix 1) Planktonic foraminifera abundances in ODP Site 181-1123, doi:10.1594/PANGAEA.706108,
	In Supplement to: Crundwell, Martin; Scott, George H; Naish, Tim R; Carter, Lionel (2008): Glacial-interglacial ocean climate variability from planktonic foraminifera during the Mid-Pleistocene transition in the temperate Southwest Pacific, ODP Site 1123, Palaeogeography, Palaeoclimatology, Palaeoecology, 260(1-2), 202-229, doi:10.1016/j.palaeo.2007.08.023
Project(s):	Ocean Drilling Program (ODP) (URI: http://odp.pangaea.de/)
Coverage:	WEST: -171.4990 * EAST: -171.4990 * SOUTH: -41.7860 * NORTH: -41.7860
	MINIMUM AGE: 0.600 ka BP * MAXIMUM AGE: 1185.500 ka BP
	MINIMUM DEPTH, sediment: 0.0 m * MAXIMUM DEPTH, sediment: 45.1 m
Event(s):	181-1123 * LATITUDE: -41.7860 * LONGITUDE: -171.4990 * ELEVATION: -3290.0 m * DATE/TIME: 1998-09-12T00:00:00 * DATE/TIME 2: 1998-09-24T00:00:00 * RECOVERY: 899.50 m * PENETRATION: 1279.90 m * CAMPAIGN: Leg181 (URI: doi:10.2973/odp.proc.ir.181.2000) * BASIS: Joides Resolution (URI: http://odp.pangaea.de/resolutn.html) * DEVICE: Composite Core * COMMENT: 102 cores; 957 m cored; 322.9 m drilled; 94% recovery
Comment:	Age model of Hall et al. (2001, doi:10.1038/35090552)
Parameter(s):	DEPTH, sediment [m] (Depth) * Geocode
	AGE [ka BP] (Age) * Geocode
	Sample code/label (Label) * PI: Crundwell, Martin (eMail: m.crundwell@gns.cri.nz) * METHOD: ODP sample designation (URI: hdl:10013/epic.27914.d001)
	Globoconella inflata [#] (G. inflata) * PI: Crundwell, Martin (eMail: m.crundwell@gns.cri.nz) * METHOD: Counting >150 µm fraction
	Truncorotalia crassaformis [#] (T. crassaformis) * PI: Crundwell, Martin (eMail: m.crundwell@gns.cri.nz) * METHOD: Counting >150 µm fraction
	Truncorotalia crassula [#] (T. crassula) * PI: Crundwell, Martin (eMail: m.crundwell@gns.cri.nz) * METHOD: Counting >150 µm fraction
	Truncorotalia truncatulinoides dextralis [#] (T. truncatulinoides d) * PI: Crundwell, Martin (eMail: m.crundwell@gns.cri.nz) * METHOD: Counting >150 µm fraction
	Truncorotalia truncatulinoides sinistralis [#] (T. truncatulinoides s) * PI: Crundwell, Martin (eMail: m.crundwell@gns.cri.nz) * METHOD: Counting >150 µm fraction
	Hirsutella hirsuta [#] (H. hirsuta) * PI: Crundwell, Martin (eMail: m.crundwell@gns.cri.nz) * METHOD: Counting >150 µm fraction
	Hirsutella scitula [#] (H. scitula) * PI: Crundwell, Martin (eMail: m.crundwell@gns.cri.nz) * METHOD: Counting >150 µm fraction
	Globigerina bulloides [#] (G. bulloides) * PI: Crundwell, Martin (eMail: m.crundwell@gns.cri.nz) * METHOD: Counting >150 µm fraction
	Globigerina falconensis [#] (G. falconensis) * PI: Crundwell, Martin (eMail: m.crundwell@gns.cri.nz) * METHOD: Counting >150 µm fraction
	Turborotalia quinqueloba [#] (T. quinqueloba) * PI: Crundwell, Martin (eMail: m.crundwell@gns.cri.nz) * METHOD: Counting >150 µm fraction
	Turborotalia humilis [#] (T. humilis) * PI: Crundwell, Martin (eMail: m.crundwell@gns.cri.nz) * METHOD: Counting >150 µm fraction
	Globigerinella aequilateralis [#] (G. aequilateralis) * PI: Crundwell, Martin (eMail: m.crundwell@gns.cri.nz) * METHOD: Counting >150 µm fraction
	Globigerinella calida [#] (G. calida) * PI: Crundwell, Martin (eMail: m.crundwell@gns.cri.nz) * METHOD: Counting >150 µm fraction
	Globigerinita glutinata [#] (G. glutinata) * PI: Crundwell, Martin (eMail: m.crundwell@gns.cri.nz) * METHOD: Counting >150 µm fraction
	Neogloboquadrina incompta [#] (N. incompta) * PI: Crundwell, Martin (eMail: m.crundwell@gns.cri.nz) * METHOD: Counting >150 µm fraction
	Neogloboquadrina pachyderma [#] (N. pachyderma) * PI: Crundwell, Martin (eMail: m.crundwell@gns.cri.nz) * METHOD: Counting >150 µm fraction
	Globigerinoides ruber unspec. [#] (G. ruber) * PI: Crundwell, Martin (eMail: m.crundwell@gns.cri.nz) * METHOD: Counting >150 µm fraction
	Globigerinoides sacculifer [#] (G. sacculifer) * PI: Crundwell, Martin (eMail: m.crundwell@gns.cri.nz) * METHOD: Counting >150 µm fraction
	Orbulina universa [#] (O. universa) * PI: Crundwell, Martin (eMail: m.crundwell@gns.cri.nz) * METHOD: Counting >150 µm fraction
	Sphaeroidinella dehiscens [#] (S. dehiscens) * PI: Crundwell, Martin (eMail: m.crundwell@gns.cri.nz) * METHOD: Counting >150 µm fraction
	Beella digitata [#] (B. digitata) * PI: Crundwell, Martin (eMail: m.crundwell@gns.cri.nz) * METHOD: Counting >150 µm fraction
	Pulleniatina obliquiloculata [#] (P. obliquiloculata) * PI: Crundwell, Martin (eMail: m.crundwell@gns.cri.nz) * METHOD: Counting >150 µm fraction
	Foraminifera, planktic [#] (Foram plankt) * PI: Crundwell, Martin (eMail: m.crundwell@gns.cri.nz) * METHOD: Counting >150 µm fraction
	Foraminifera, benthic [#] (Foram bent) * PI: Crundwell, Martin (eMail: m.crundwell@gns.cri.nz) * METHOD: Counting >150 µm fraction
	Ostracoda [#] (Ostracoda) * PI: Crundwell, Martin (eMail: m.crundwell@gns.cri.nz) * METHOD: Counting >150 µm fraction
	Radiolarians [#] (Radiolarians) * PI: Crundwell, Martin (eMail: m.crundwell@gns.cri.nz) * METHOD: Counting >150 µm fraction
	Sponge spiculae [#] (Sponge spic) * PI: Crundwell, Martin (eMail: m.crundwell@gns.cri.nz) * METHOD: Counting >150 µm fraction
	Echinoid spine [#] (Echinoid spine) * PI: Crundwell, Martin (eMail: m.crundwell@gns.cri.nz) * METHOD: Counting >150 µm fraction
	Fish teeth [#] (Fish teeth) * PI: Crundwell, Martin (eMail: m.crundwell@gns.cri.nz) * METHOD: Counting >150 µm fraction
	Pyrite [#] (Pyrite) * PI: Crundwell, Martin (eMail: m.crundwell@gns.cri.nz) * METHOD: Counting >150 µm fraction * COMMENT: Pyrite aggregates
	Volcanic glass [#] (Volc glass) * PI: Crundwell, Martin (eMail: m.crundwell@gns.cri.nz) * METHOD: Counting >150 µm fraction * COMMENT: Glass shrds/pumice
	Foraminifera, planktic, fragments [#] (Foram plankt frag) * PI: Crundwell, Martin (eMail: m.crundwell@gns.cri.nz) * METHOD: Counting >150 µm fraction
	Fragmentation index, planktic foraminifera [%] (Fragm plank foram) * PI: Crundwell, Martin (eMail: m.crundwell@gns.cri.nz) * METHOD: calculated (Le and Shackleton, 1992) (URI: doi:10.1029/91PA02854)
Size:	16592 data points
*/
Depth [m]	Age [ka BP]	Label	G. inflata [#]	T. crassaformis [#]	T. crassula [#]	T. truncatulinoides d [#]	T. truncatulinoides s [#]	H. hirsuta [#]	H. scitula [#]	G. bulloides [#]	G. falconensis [#]	T. quinqueloba [#]	T. humilis [#]	G. aequilateralis [#]	G. calida [#]	G. glutinata [#]	N. incompta [#]	N. pachyderma [#]	G. ruber [#]	G. sacculifer [#]	O. universa [#]	S. dehiscens [#]	B. digitata [#]	P. obliquiloculata [#]	Foram plankt [#]	Foram bent [#]	Ostracoda [#]	Radiolarians [#]	Sponge spic [#]	Echinoid spine [#]	Fish teeth [#]	Pyrite [#]	Volc glass [#]	Foram plankt frag [#]	Fragm plank foram [%]
0.04	0.6	181-1123C-1H-1,3-5	149	0	1	0	20	1	1	47	2	1	0	1	1	1	83	2	3	0	3	0	0	0	316	13	0	43	0	1	0	0	1	290	9.9
0.07	1.3	181-1123C-1H-1,6-8	154	0	0	1	27	12	4	62	1	0	0	1	0	2	55	3	0	0	4	0	0	0	326	17	1	24	0	0	0	0	0	206	7.0
0.10	1.9	181-1123C-1H-1,9-11	132	0	0	0	17	3	0	60	1	0	0	2	0	5	74	1	1	0	3	0	0	0	299	17	0	17	1	0	0	0	1	200	7.3
0.25	4.9	181-1123C-1H-1,24-26	132	0	0	1	17	10	2	68	2	1	0	1	0	3	117	1	2	0	4	0	0	0	361	13	0	9	0	0	0	0	0	107	3.4
0.38	7.6	181-1123C-1H-1,37-39	90	0	1	0	14	1	1	79	4	4	0	2	0	6	107	0	5	0	0	0	0	0	314	1	0	11	0	0	0	0	0	103	3.9
0.48	10.0	181-1123C-1H-1,47-49	92	0	0	1	26	0	1	66	3	5	0	0	2	4	114	0	1	0	0	0	0	0	315	7	0	3	0	0	0	0	0	177	6.4
0.57	11.5	181-1123C-1H-1,56-58	70	0	0	0	11	0	2	71	4	10	0	0	0	16	126	2	0	0	1	0	0	0	313	9	0	4	0	0	0	0	0	148	5.4
0.72	14.5	181-1123C-1H-1,71-73	75	0	0	2	8	0	0	66	0	13	0	0	0	13	144	6	0	0	0	0	0	0	327	4	0	22	0	1	0	0	3	168	6.0
0.83	16.8	181-1123C-1H-1,82-84	82	0	0	0	19	0	0	91	0	10	0	0	0	7	94	3	0	0	0	0	0	0	306	8	0	47	0	1	0	0	6	212	7.8
0.89	18.0	181-1123C-1H-1,88-90	99	0	0	0	17	0	0	49	0	15	0	0	0	11	117	5	0	0	0	0	0	0	313	8	0	54	0	0	0	0	24	231	8.3
0.99	20.1	181-1123C-1H-1,98-100	85	0	0	0	12	0	0	114	0	17	0	0	0	17	66	5	0	0	1	0	0	0	317	10	0	90	0	0	2	0	150	237	8.3
1.13	22.9	181-1123C-1H-1,112-114	47	0	0	1	29	0	1	87	0	9	0	0	0	11	167	17	1	0	1	0	1	0	372	18	0	79	0	0	0	0	9	245	7.3
1.27	25.8	181-1123C-1H-1,126-128	31	0	0	0	24	0	0	45	0	0	0	0	0	7	188	4	0	0	1	0	0	0	300	11	0	109	0	0	0	0	33	187	7.0
1.39	28.3	181-1123C-1H-1,138-140	57	0	0	1	20	0	2	42	2	26	0	0	0	15	143	13	0	0	2	0	0	0	323	8	0	59	0	0	0	0	32	134	4.8
1.56	31.7	181-1123C-1H-2,5-7	90	0	0	2	30	0	2	71	0	10	0	0	0	9	174	11	1	0	0	0	0	0	400	10	0	61	0	0	0	0	24	172	5.0
1.63	33.1	181-1123C-1H-2,12-14	60	0	0	1	21	0	0	36	0	6	0	0	1	6	175	5	0	0	3	0	0	0	314	5	0	39	0	0	0	0	1	195	7.1
1.68	34.1	181-1123C-1H-2,17-19	66	0	0	0	24	0	0	38	2	7	0	0	0	5	159	7	0	0	0	0	0	0	308	17	0	67	0	1	0	0	1	182	6.5
1.76	35.8	181-1123C-1H-2,25-27	82	0	0	0	19	0	3	60	1	12	0	0	0	16	137	6	0	0	6	0	0	0	342	6	0	29	0	0	0	0	1	192	6.5
1.92	39.2	181-1123C-1H-2,42-44	80	0	0	1	14	0	0	65	1	12	0	0	1	16	135	6	0	0	5	0	0	0	336	17	0	55	0	0	0	0	3	195	6.5
1.96	40.0	181-1123C-1H-2,46-48	66	0	0	1	11	0	1	74	0	7	0	0	0	14	115	5	0	0	0	0	0	0	294	9	0	52	0	0	0	0	4	213	8.1
2.07	42.2	181-1123C-1H-2,57-59	92	0	0	0	20	0	0	62	1	18	0	0	0	8	120	5	0	0	1	0	0	0	327	9	0	54	0	0	0	0	5	151	5.3
2.20	44.8	181-1123C-1H-2,70-72	119	0	0	0	9	0	1	91	0	6	0	0	0	18	137	21	0	0	7	0	0	0	409	6	0	45	1	0	0	0	2	255	7.1
2.32	47.3	181-1123C-1H-2,82-84	114	0	0	1	11	0	1	74	0	5	0	0	0	7	94	18	0	0	1	0	0	0	326	11	0	37	0	0	0	0	1	188	6.5
2.38	48.5	181-1123C-1H-2,88-90	122	0	0	0	6	0	0	58	0	4	0	0	0	4	107	20	0	0	0	0	0	0	321	12	0	29	0	0	0	0	0	232	8.0
2.48	50.5	181-1123C-1H-2,98-100	82	0	0	0	13	0	2	65	0	0	0	0	0	9	158	15	0	0	1	0	0	0	345	8	1	31	0	0	2	0	0	186	6.2
2.68	54.5	181-1123C-1H-2,118-120	93	1	0	0	21	0	1	58	1	1	0	0	0	9	209	23	0	0	0	0	0	0	417	4	0	46	0	0	0	0	0	206	5.8
2.78	56.6	181-1123C-1H-2,128-130	73	0	0	0	14	0	2	68	0	1	0	0	0	7	227	13	0	0	2	0	0	0	407	6	0	15	0	0	0	0	0	156	4.5
3.06	63.6	181-1123C-1H-3,6-8	81	0	0	1	10	0	2	54	0	10	0	0	0	12	128	7	0	0	1	0	0	0	306	12	2	88	0	1	0	0	4	210	7.6
3.16	66.2	181-1123C-1H-3,16-18	58	0	0	1	18	1	4	67	0	11	0	0	0	12	88	35	0	0	0	0	0	0	295	11	0	64	0	0	0	0	0	215	8.1
3.23	68.0	181-1123C-1H-3,23-25	65	0	0	0	31	0	0	64	0	7	0	0	0	14	101	27	0	0	0	0	0	0	309	7	0	80	0	0	0	0	0	282	10.0
3.27	69.0	181-1123C-1H-3,27-29	72	0	0	0	15	0	4	66	0	16	0	0	0	8	127	17	0	0	0	0	0	0	325	8	0	75	0	0	0	0	0	171	6.0
3.36	71.3	181-1123C-1H-3,36-38	64	0	0	1	16	0	3	52	1	5	0	0	0	11	138	7	0	0	1	0	0	0	299	2	0	76	0	0	0	0	0	179	6.9
3.46	73.8	181-1123C-1H-3,46-48	59	0	0	0	15	0	0	33	1	4	0	0	0	5	195	6	1	0	1	0	0	0	320	14	0	47	0	0	0	0	0	220	7.6
3.56	76.4	181-1123C-1H-3,56-58	61	0	0	0	14	0	0	38	0	2	0	0	0	2	235	1	1	0	0	0	0	0	354	5	0	22	0	0	0	0	0	164	5.4
3.71	80.2	181-1123C-1H-3,71-73	52	0	0	0	16	0	1	52	0	5	0	0	0	7	164	5	1	0	1	0	0	0	304	2	0	8	0	0	0	0	0	121	4.7
3.82	83.0	181-1123C-1H-3,82-84	48	0	0	0	12	0	1	58	5	4	0	3	0	11	186	3	0	0	1	0	0	0	332	4	0	7	0	0	0	0	0	135	4.8
3.93	85.8	181-1123C-1H-3,93-95	74	0	0	0	9	0	0	47	2	0	0	2	0	5	186	3	4	0	1	0	0	0	333	2	0	7	0	0	0	0	0	121	4.3
4.02	88.1	181-1123C-1H-3,102-104	90	0	0	1	4	0	2	26	0	0	0	0	0	5	177	2	0	0	2	0	0	0	309	2	0	4	0	0	0	0	0	175	6.6
4.12	90.7	181-1123C-1H-3,112-114	93	0	0	1	10	0	0	41	1	2	0	0	0	5	167	4	0	0	1	0	0	0	325	12	0	17	0	1	0	0	0	220	7.5
4.22	93.2	181-1123C-1H-3,122-124	75	0	0	0	5	0	1	47	1	3	0	0	0	13	141	2	0	0	2	0	0	0	290	12	0	29	0	1	0	0	0	197	7.5
4.32	95.8	181-1123C-1H-3,132-134	62	0	0	0	14	2	3	52	3	6	0	1	0	11	140	1	3	0	10	0	1	0	309	8	0	14	0	0	0	0	0	190	7.0
