167	1012	B	1	H	4	55	58	5.05	39.69	3.68	4.32	-0.15	C.wuellerstorfi
167	1012	B	1	H	4	65	68	5.15	41.49	3.78	4.42	-0.05	C.wuellerstorfi
167	1012	B	1	H	4	75	78	5.25	43.21	3.79	4.43	0.05	C.wuellerstorfi
167	1012	B	1	H	4	85	88	5.35	44.81	3.61	4.25	-0.03	C.wuellerstorfi
167	1012	B	1	H	4	95	98	5.45	46.31	3.71	4.35	0	C.wuellerstorfi
167	1012	B	1	H	4	105	108	5.55	47.78	3.22	3.86	-0.3	C.wuellerstorfi
167	1012	B	1	H	4	105	108	5.55	47.78	3.66	4.3	-0.19	C.wuellerstorfi
167	1012	B	1	H	4	115	118	5.65	49.26	3.72	4.36	-0.13	C.wuellerstorfi
167	1012	B	1	H	4	125	128	5.75	50.76	3.63	4.27	-0.18	C.wuellerstorfi
167	1012	B	1	H	4	135	138	5.85	52.26	3.66	4.3	-0.11	C.wuellerstorfi
167	1012	B	1	H	4	145	148	5.95	53.74	3.35	3.99	-0.13	C.wuellerstorfi
167	1012	B	1	H	4	5	8	6.05	55.19	3.61	4.25	-0.16	C.wuellerstorfi
167	1012	B	1	H	5	15	18	6.15	56.66	3.5	4.14	-0.29	C.wuellerstorfi
167	1012	B	1	H	5	25	28	6.25	58.24	3.65	4.29	-0.28	C.wuellerstorfi
167	1012	B	1	H	5	35	38	6.35	60.02	3.68	4.32	-0.13	C.wuellerstorfi
167	1012	B	1	H	5	45	48	6.45	61.97	3.8	4.44	-0.18	C.wuellerstorfi
167	1012	B	1	H	5	55	58	6.55	63.77	3.75	4.39	-0.21	C.wuellerstorfi
167	1012	B	1	H	5	65	68	6.65	65.03	3.77	4.41	-0.32	C.wuellerstorfi
167	1012	B	1	H	5	75	78	6.75	66.18	3.68	4.32	-0.23	C.wuellerstorfi
167	1012	B	1	H	5	85	88	6.85	67.24	3.6	4.24	-0.2	C.wuellerstorfi
167	1012	B	1	H	5	95	98	6.95	68.23	3.68	4.32	-0.1	C.wuellerstorfi
167	1012	B	1	H	5	105	108	7.05	69.2	3.71	4.35	-0.13	C.wuellerstorfi
167	1012	B	1	H	5	115	118	7.15	70.17	3.45	4.09	-0.3	C.wuellerstorfi
167	1012	B	1	H	5	125	128	7.25	71.17	3.25	3.89	0.04	C.wuellerstorfi
167	1012	B	1	H	5	135	138	7.35	72.22	3.37	4.01	-0.09	C.wuellerstorfi
167	1012	B	1	H	5	145	148	7.45	73.38	3.31	3.95	0.05	C.wuellerstorfi
167	1012	B	1	H	6	5	8	7.55	74.65	3.27	3.91	0.13	C.wuellerstorfi
167	1012	B	1	H	6	15	18	7.65	76.07	3.19	3.83	-0.02	C.wuellerstorfi
167	1012	B	1	H	6	25	28	7.75	77.33	3.07	3.71	-0.06	C.wuellerstorfi
167	1012	B	1	H	6	35	38	7.85	78.55	3.72	3.72	-0.75	Uvigerina.spp.
167	1012	B	1	H	6	45	48	7.95	79.74	3.09	3.73	-0.08	C.wuellerstorfi
167	1012	B	2	H	1	4	8	8	80.31	3.25	3.89	-0.14	C.wuellerstorfi
167	1012	B	1	H	6	55	58	8.05	80.87	3.01	3.65	0.02	C.wuellerstorfi
167	1012	B	2	H	1	15	19	8.1	81.41	3.32	3.96	-0.06	C.wuellerstorfi
167	1012	B	2	H	1	15	19	8.1	81.41	3.38	4.02	-0.15	C.wuellerstorfi
167	1012	B	1	H	6	65	68	8.15	81.94	3.18	3.82	-0.18	C.wuellerstorfi
167	1012	B	2	H	1	25	29	8.2	82.44	3.36	4	-0.15	C.wuellerstorfi
167	1012	B	1	H	6	75	78	8.25	82.94	3.67	3.67	-1.11	Uvigerina.spp.
167	1012	B	2	H	1	35	39	8.3	83.42	3.49	4.13	-0.2	C.wuellerstorfi
167	1012	B	1	H	6	85	88	8.35	83.88	3.53	3.53	-1.1	Uvigerina.spp.
167	1012	B	2	H	1	45	49	8.4	84.34	3.23	3.87	-0.11	C.wuellerstorfi
167	1012	B	1	H	6	95	98	8.45	84.79	3.84	3.84	-1.05	Uvigerina.spp.
167	1012	B	2	H	1	54	55	8.5	85.23	3.27	3.91	-0.13	C.wuellerstorfi
167	1012	B	2	H	1	54	55	8.5	85.23	3.39	4.03	-0.08	C.wuellerstorfi
167	1012	B	1	H	6	105	108	8.55	85.67	3.97	3.97	-0.6	Uvigerina.spp.
167	1012	B	2	H	1	65	69	8.6	86.1	3.26	3.9	-0.14	C.wuellerstorfi
167	1012	B	2	H	1	75	79	8.7	86.92	3.45	4.09	-0.12	C.wuellerstorfi
167	1012	B	2	H	1	85	89	8.8	87.66	2.82	3.46	-0.23	C.wuellerstorfi
167	1012	B	2	H	1	95	99	8.9	88.42	3.38	4.02	-0.12	C.wuellerstorfi
167	1012	B	2	H	1	104	108	9	89.2	3.2	3.84	-0.26	C.wuellerstorfi
167	1012	B	2	H	1	125	129	9.2	90.84	3.2	3.84	-0.21	C.wuellerstorfi
167	1012	B	2	H	1	135	139	9.3	91.7	3.25	3.89	-0.26	C.wuellerstorfi
167	1012	B	2	H	1	145	149	9.4	92.58	2.89	3.53	-0.2	C.wuellerstorfi
167	1012	B	2	H	2	4	8	9.5	93.47	3.12	3.76	-0.27	C.wuellerstorfi
167	1012	B	2	H	2	4	8	9.5	93.47	3.02	3.66	-0.02	C.wuellerstorfi
167	1012	B	2	H	2	15	19	9.6	94.35	3.03	3.67	-0.24	C.wuellerstorfi
167	1012	B	2	H	2	35	39	9.8	96.09	3.13	3.77	-0.19	C.wuellerstorfi
167	1012	B	2	H	2	54	55	10	97.76	3.01	3.65	-0.2	C.wuellerstorfi
167	1012	B	2	H	2	65	69	10.1	98.84	3.06	3.7	-0.28	C.wuellerstorfi
167	1012	B	2	H	2	75	79	10.2	99.93	2.95	3.59	-0.25	C.wuellerstorfi
167	1012	B	2	H	2	85	89	10.3	101.05	3.25	3.89	-0.26	C.wuellerstorfi
167	1012	B	2	H	2	95	99	10.4	102.19	3.16	3.8	-0.34	C.wuellerstorfi
167	1012	B	2	H	2	104	108	10.5	103.34	3.14	3.78	-0.23	C.wuellerstorfi
167	1012	B	2	H	2	115	119	10.6	104.47	3.92	3.92	-0.78	Uvigerina.spp.
167	1012	B	2	H	2	125	129	10.7	105.56	3.93	3.93	-0.92	Uvigerina.spp.
167	1012	B	2	H	2	135	139	10.8	106.6	3.2	3.84	-0.22	C.wuellerstorfi
167	1012	B	2	H	2	145	149	10.9	107.54	3.26	3.9	-0.25	C.wuellerstorfi
167	1012	B	2	H	3	4	8	11	108.42	3.16	3.8	-0.14	C.wuellerstorfi
167	1012	B	2	H	3	15	19	11.1	109.28	3.13	3.77	-0.26	C.wuellerstorfi
167	1012	B	2	H	3	35	39	11.3	111.05	3.1	3.74	-0.41	C.wuellerstorfi
167	1012	B	2	H	3	45	49	11.4	111.98	3.63	3.63	-1.06	Uvigerina.spp.
167	1012	B	2	H	3	54	55	11.5	112.96	2.78	3.42	-0.26	C.wuellerstorfi
167	1012	B	2	H	3	54	55	11.5	112.96	2.87	3.51	-0.25	C.wuellerstorfi
167	1012	B	2	H	3	65	69	11.6	113.99	2.93	3.57	-0.14	C.wuellerstorfi
167	1012	B	2	H	3	65	69	11.6	113.99	3.41	3.41	-1.02	Uvigerina.spp.
167	1012	B	2	H	3	75	79	11.7	115.04	3.34	3.34	-1.08	Uvigerina.spp.
167	1012	B	2	H	3	85	89	11.8	116.09	2.72	3.36	-0.08	C.wuellerstorfi
167	1012	B	2	H	3	95	99	11.9	117.12	2.59	3.23	-0.15	C.wuellerstorfi
167	1012	B	2	H	3	104	108	12	118.11	2.43	3.07	-0.29	C.wuellerstorfi
167	1012	B	2	H	3	125	129	12.2	120.23	2.42	3.06	-0.43	C.wuellerstorfi
167	1012	B	2	H	3	135	139	12.3	121.3	2.56	3.2	-0.72	C.wuellerstorfi
167	1012	B	2	H	4	4	8	12.5	123.39	2.58	3.22	-0.38	C.wuellerstorfi
167	1012	B	2	H	4	4	8	12.5	123.39	3	3	-1.13	Uvigerina.spp.
167	1012	B	2	H	4	15	19	12.6	124.46	3.38	3.38	-1.41	Uvigerina.spp.
167	1012	B	2	H	4	25	29	12.7	125.61	3.31	3.31	-1.2	Uvigerina.spp.
167	1012	B	2	H	4	35	39	12.8	126.86	3.66	3.66	-1.43	Uvigerina.spp.
167	1012	B	2	H	4	45	49	12.9	128.29	3.96	3.96	-1.54	Uvigerina.spp.
167	1012	B	2	H	4	54	55	13	129.88	4.05	4.05	-1.41	Uvigerina.spp.
167	1012	B	2	H	4	65	69	13.1	131.56	4.12	4.76	-0.5	C.wuellerstorfi
167	1012	B	2	H	4	75	79	13.2	133.2	4.04	4.68	-0.55	C.wuellerstorfi
167	1012	B	2	H	4	85	89	13.3	134.41	4.13	4.77	-0.53	C.wuellerstorfi
167	1012	B	2	H	4	95	99	13.4	135.48	4.05	4.69	-0.61	C.wuellerstorfi
167	1012	B	2	H	4	104	108	13.5	136.48	4.06	4.7	-0.53	C.wuellerstorfi
167	1012	B	2	H	4	115	119	13.6	137.43	4.07	4.71	-0.94	C.wuellerstorfi
167	1012	B	2	H	4	125	129	13.7	138.34	4.1	4.74	-0.71	C.wuellerstorfi
167	1012	B	2	H	4	135	139	13.8	139.22	4.12	4.76	-0.82	C.wuellerstorfi
167	1012	B	2	H	4	145	149	13.9	140.08	4.02	4.66	-0.65	C.wuellerstorfi
167	1012	B	2	H	5	4	8	14	140.93	4.02	4.66	-0.68	C.wuellerstorfi
167	1012	B	2	H	5	15	19	14.1	141.78	3.96	4.6	-0.73	C.wuellerstorfi
167	1012	B	2	H	5	25	29	14.2	142.64	3.78	4.42	-0.43	C.wuellerstorfi
167	1012	B	2	H	5	25	29	14.2	142.64	3.92	4.56	-0.47	C.wuellerstorfi
167	1012	B	2	H	5	35	39	14.3	143.53	3.91	4.55	-0.44	C.wuellerstorfi
167	1012	B	2	H	5	54	55	14.5	145.45	3.8	4.44	-0.62	C.wuellerstorfi
167	1012	B	2	H	5	65	69	14.6	146.52	3.98	4.62	-0.99	C.wuellerstorfi
167	1012	B	2	H	5	75	79	14.7	147.67	3.88	4.52	-0.67	C.wuellerstorfi
167	1012	B	2	H	5	85	89	14.8	148.88	4.04	4.68	-0.63	C.wuellerstorfi
167	1012	B	2	H	5	95	99	14.9	151.1	3.93	4.57	-0.75	C.wuellerstorfi
167	1012	B	2	H	5	95	99	14.9	151.1	4.09	4.73	-0.58	C.wuellerstorfi
167	1012	B	2	H	5	104	108	15	153.2	3.96	4.6	-0.53	C.wuellerstorfi
167	1012	B	2	H	5	115	119	15.1	155.1	3.85	4.49	-0.59	C.wuellerstorfi
167	1012	B	2	H	5	125	129	15.2	156.81	3.93	4.57	-0.74	C.wuellerstorfi
167	1012	B	2	H	5	135	139	15.3	158.43	3.88	4.52	-0.65	C.wuellerstorfi
167	1012	B	2	H	5	145	149	15.4	160.01	3.82	4.46	-0.41	C.wuellerstorfi
167	1012	B	2	H	6	15	19	15.6	163.21	3.55	4.19	-0.81	C.wuellerstorfi
167	1012	B	2	H	6	25	29	15.7	164.79	3.65	4.29	-0.65	C.wuellerstorfi
167	1012	B	2	H	6	35	39	15.8	166.35	3.67	4.31	-0.65	C.wuellerstorfi
167	1012	B	2	H	6	45	49	15.9	167.92	3.6	4.24	-0.58	C.wuellerstorfi
167	1012	B	2	H	6	54	55	16	169.39	3.57	4.21	-0.58	C.wuellerstorfi
167	1012	B	2	H	6	65	69	16.1	170.93	3.54	4.18	-0.61	C.wuellerstorfi
167	1012	B	2	H	6	75	79	16.2	172.53	3.68	4.32	-0.49	C.wuellerstorfi
167	1012	B	2	H	6	85	89	16.3	174.15	3.64	4.28	-0.63	C.wuellerstorfi
167	1012	B	2	H	6	95	99	16.4	175.78	3.78	4.42	-0.51	C.wuellerstorfi
167	1012	B	2	H	6	104	108	16.5	177.4	4.12	4.12	-1.63	Uvigerina.spp.
167	1012	A	3	H	2	5	9	16.61	179.17	4.3	4.3	-1.07	Uvigerina.spp.
167	1012	B	2	H	6	125	129	16.7	180.57	3.64	4.28	-0.53	C.wuellerstorfi
167	1012	B	2	H	6	135	139	16.8	181.95	4.17	4.17	-1.05	Uvigerina.spp.
167	1012	A	3	H	2	25	29	16.81	182.09	3.64	4.28	-0.4	C.wuellerstorfi
167	1012	B	2	H	6	145	149	16.9	183.22	3.79	3.79	-0.88	Uvigerina.spp.
167	1012	A	3	H	2	35	39	16.91	183.34	4.05	4.05	-1.09	Uvigerina.spp.
167	1012	B	2	H	7	4	8	17	184.4	3.76	4.4	-0.77	C.wuellerstorfi
167	1012	A	3	H	2	45	49	17.01	184.52	3.8	3.8	-0.9	Uvigerina.spp.
167	1012	A	3	H	2	55	59	17.11	185.6	3.6	4.24	-0.57	C.wuellerstorfi
167	1012	B	2	H	7	25	29	17.2	186.51	3.82	4.46	-0.64	C.wuellerstorfi
167	1012	B	2	H	7	35	39	17.3	187.45	2.85	3.49	-0.32	C.wuellerstorfi
167	1012	B	2	H	7	35	39	17.3	187.45	3.02	3.66	0.12	C.wuellerstorfi
167	1012	A	3	H	2	75	79	17.31	187.54	3.25	3.89	-0.33	C.wuellerstorfi
167	1012	B	2	H	7	45	49	17.4	188.35	2.94	3.58	-0.06	C.wuellerstorfi
167	1012	A	3	H	2	85	89	17.41	188.44	3.12	3.76	-0.24	C.wuellerstorfi
167	1012	B	2	H	7	54	55	17.5	189.23	3.18	3.82	-0.38	C.wuellerstorfi
167	1012	A	3	H	2	95	99	17.51	189.32	2.87	3.51	-0.4	C.wuellerstorfi
167	1012	A	3	H	2	105	109	17.61	190.24	3.5	3.5	-1.28	Uvigerina.spp.
167	1012	A	3	H	2	115	119	17.71	191.79	3.12	3.76	-0.17	C.wuellerstorfi
167	1012	A	3	H	2	125	129	17.81	193.99	3.12	3.12	-0.92	Uvigerina.spp.
167	1012	A	3	H	2	145	149	18.01	200.5	3.56	3.56	-1	Uvigerina.spp.
167	1012	A	3	H	3	5	9	18.11	202.93	3.08	3.72	-0.19	C.wuellerstorfi
167	1012	A	3	H	3	15	19	18.21	204.84	3.07	3.71	-0.31	C.wuellerstorfi
167	1012	A	3	H	3	25	29	18.31	206.6	2.93	3.57	-0.47	C.wuellerstorfi
167	1012	A	3	H	3	35	39	18.41	208.43	2.86	3.5	-0.62	C.wuellerstorfi
167	1012	A	3	H	3	45	49	18.51	210.68	3.08	3.72	-0.73	C.wuellerstorfi
167	1012	A	3	H	3	55	59	18.61	213.79	2.81	3.45	-0.64	C.wuellerstorfi
167	1012	B	3	H	1	4	8	18.68	215.49	2.97	3.61	-0.71	C.wuellerstorfi
167	1012	A	3	H	3	65	69	18.71	216.21	2.83	3.47	-0.79	C.wuellerstorfi
167	1012	A	3	H	3	75	79	18.81	218.35	3.16	3.8	-0.66	C.wuellerstorfi
167	1012	B	3	H	1	25	29	18.88	219.53	3.4	3.4	-1.58	Uvigerina.spp.
167	1012	B	3	H	1	35	39	18.98	220.83	3.22	3.86	-0.54	C.wuellerstorfi
167	1012	B	3	H	1	45	49	19.08	221.85	3.27	3.91	-0.62	C.wuellerstorfi
167	1012	B	3	H	1	54	55	19.18	222.71	3.26	3.9	-0.59	C.wuellerstorfi
167	1012	B	3	H	1	65	69	19.28	223.5	2.95	3.59	-0.97	C.wuellerstorfi
167	1012	B	3	H	1	75	79	19.38	224.29	2.84	3.48	-0.82	C.wuellerstorfi
167	1012	B	3	H	1	85	89	19.48	225.13	4.06	4.06	-1.33	Uvigerina.spp.
167	1012	B	3	H	1	95	99	19.58	226.01	3.65	4.29	-0.53	C.wuellerstorfi
167	1012	B	3	H	1	104	108	19.68	226.83	3.43	4.07	-0.49	C.wuellerstorfi
167	1012	B	3	H	1	115	119	19.78	227.81	3.38	4.02	-0.59	C.wuellerstorfi
167	1012	B	3	H	1	135	139	19.98	230.34	3.31	3.95	-0.38	C.wuellerstorfi
167	1012	B	3	H	1	145	149	20.08	231.84	3.31	3.95	-0.3	C.wuellerstorfi
167	1012	B	3	H	2	5	9	20.18	233.41	3.13	3.77	-0.4	C.wuellerstorfi
167	1012	B	3	H	2	15	19	20.28	234.94	3.07	3.71	-0.22	C.wuellerstorfi
167	1012	B	3	H	2	25	29	20.38	236.32	2.54	3.18	-0.54	C.wuellerstorfi
167	1012	B	3	H	2	35	39	20.48	237.49	2.62	3.26	-0.87	C.wuellerstorfi
167	1012	B	3	H	2	45	49	20.58	238.6	2.76	3.4	-0.47	C.wuellerstorfi
167	1012	B	3	H	2	55	59	20.68	239.68	2.67	3.31	-0.37	C.wuellerstorfi
167	1012	B	3	H	2	95	99	21.08	243.69	3.42	4.06	-0.71	C.wuellerstorfi
167	1012	B	3	H	2	105	109	21.18	244.6	3.19	3.83	-0.79	C.wuellerstorfi
167	1012	B	3	H	2	115	119	21.28	245.45	3.57	4.21	-0.66	C.wuellerstorfi
167	1012	B	3	H	2	125	129	21.38	246.28	3.53	4.17	-0.56	C.wuellerstorfi
167	1012	B	3	H	2	135	139	21.48	247.08	3.71	4.35	-0.58	C.wuellerstorfi
167	1012	B	3	H	2	145	149	21.58	247.88	3.83	4.47	-0.81	C.wuellerstorfi
167	1012	B	3	H	3	5	9	21.68	248.69	3.81	4.45	-0.75	C.wuellerstorfi
167	1012	B	3	H	3	15	19	21.78	249.54	3.79	4.43	-0.76	C.wuellerstorfi
167	1012	B	3	H	3	25	29	21.88	250.5	3.82	4.46	-0.97	C.wuellerstorfi
167	1012	B	3	H	3	35	39	21.98	251.52	3.83	4.47	-0.66	C.wuellerstorfi
167	1012	B	3	H	3	45	49	22.08	252.61	3.73	4.37	-0.89	C.wuellerstorfi
167	1012	B	3	H	3	55	59	22.18	253.76	3.77	4.41	-1.01	C.wuellerstorfi
167	1012	B	3	H	3	65	69	22.28	254.96	3.77	4.41	-0.87	C.wuellerstorfi
167	1012	B	3	H	3	75	79	22.38	256.21	3.77	4.41	-1.01	C.wuellerstorfi
167	1012	B	3	H	3	85	89	22.48	257.5	3.74	4.38	-0.68	C.wuellerstorfi
167	1012	B	3	H	3	95	99	22.58	258.85	3.68	4.32	-0.69	C.wuellerstorfi
167	1012	B	3	H	3	95	99	22.58	258.85	3.77	3.77	-1.59	Uvigerina.spp.
167	1012	B	3	H	3	115	119	22.78	262.48	3.8	4.44	-0.85	C.wuellerstorfi
167	1012	B	3	H	3	125	129	22.88	264.12	3.83	4.47	-0.93	C.wuellerstorfi
167	1012	B	3	H	3	135	139	22.98	265.73	3.53	4.17	-0.78	C.wuellerstorfi
167	1012	B	3	H	3	145	149	23.08	267.4	3.88	4.52	-0.63	C.wuellerstorfi
167	1012	B	3	H	4	5	9	23.18	269.14	3.76	4.4	-0.66	C.wuellerstorfi
167	1012	B	3	H	4	15	19	23.28	270.99	3.79	4.43	-0.61	C.wuellerstorfi
167	1012	B	3	H	4	25	29	23.38	273.22	3.55	4.19	-0.44	C.wuellerstorfi
167	1012	B	3	H	4	35	39	23.48	275.12	3.63	4.27	-0.63	C.wuellerstorfi
167	1012	B	3	H	4	45	49	23.58	276.75	3.66	4.3	-0.16	C.wuellerstorfi
167	1012	B	3	H	4	55	59	23.68	278.26	3.38	4.02	-0.58	C.wuellerstorfi
167	1012	B	3	H	4	65	69	23.78	279.79	3.36	4	-0.3	C.wuellerstorfi
167	1012	B	3	H	4	75	79	23.88	281.49	3.42	4.06	-0.39	C.wuellerstorfi
167	1012	B	3	H	4	85	89	23.98	283.49	3.34	3.98	-0.4	C.wuellerstorfi
167	1012	B	3	H	4	95	99	24.08	285.11	3.18	3.82	-0.48	C.wuellerstorfi
167	1012	B	3	H	4	115	119	24.28	288.18	3.05	3.69	-0.54	C.wuellerstorfi
167	1012	B	3	H	4	135	139	24.48	291.19	3.4	4.04	-0.48	C.wuellerstorfi
167	1012	B	3	H	4	145	149	24.58	292.47	3.37	4.01	-0.44	C.wuellerstorfi
167	1012	B	3	H	5	5	9	24.68	293.59	3.49	4.13	-0.43	C.wuellerstorfi
167	1012	B	3	H	5	15	19	24.78	294.56	3.54	4.18	-0.41	C.wuellerstorfi
167	1012	B	3	H	5	25	29	24.88	295.44	3.61	4.25	-0.37	C.wuellerstorfi
167	1012	B	3	H	5	35	39	24.98	296.53	3.59	4.23	-0.32	C.wuellerstorfi
167	1012	B	3	H	5	45	49	25.08	297.63	3.67	4.31	-0.36	C.wuellerstorfi
167	1012	B	3	H	5	55	59	25.18	298.71	3.44	4.08	-0.38	C.wuellerstorfi
167	1012	B	3	H	5	65	69	25.28	299.85	3.12	3.76	-0.17	C.wuellerstorfi
167	1012	B	3	H	5	75	79	25.38	301.09	3.51	4.15	-0.33	C.wuellerstorfi
167	1012	B	3	H	5	85	89	25.48	302.49	3.2	3.84	-0.32	C.wuellerstorfi
167	1012	B	3	H	5	95	99	25.58	304.12	3.25	3.89	-0.2	C.wuellerstorfi
167	1012	B	3	H	5	105	109	25.68	307.02	2.9	3.54	-0.45	C.wuellerstorfi
167	1012	B	3	H	5	115	119	25.78	310.47	3.08	3.72	-0.19	C.wuellerstorfi
167	1012	B	3	H	5	125	129	25.88	314.15	2.8	3.44	-0.39	C.wuellerstorfi
167	1012	B	3	H	5	135	139	25.98	317.48	3.17	3.81	-0.28	C.wuellerstorfi
167	1012	B	3	H	5	145	149	26.08	318.89	3.19	3.83	-0.07	C.wuellerstorfi
167	1012	B	3	H	6	5	9	26.18	320.17	2.94	3.58	-0.57	C.wuellerstorfi
167	1012	B	3	H	6	15	19	26.28	321.5	2.88	3.52	-0.75	C.wuellerstorfi
167	1012	B	3	H	6	25	29	26.38	322.87	2.85	3.49	-0.6	C.wuellerstorfi
167	1012	B	3	H	6	35	39	26.48	324.24	2.81	3.45	-0.98	C.wuellerstorfi
167	1012	A	4	H	1	85	89	26.5	324.51	2.59	3.23	-1.01	C.wuellerstorfi
167	1012	B	3	H	6	45	49	26.58	325.57	2.65	3.29	-0.47	C.wuellerstorfi
167	1012	A	4	H	1	95	99	26.6	325.82	2.57	3.21	-1.24	C.wuellerstorfi
167	1012	A	4	H	1	105	109	26.7	327.08	2.58	3.22	-1.18	C.wuellerstorfi
167	1012	B	3	H	6	65	69	26.78	328.05	2.76	3.4	-1.03	C.wuellerstorfi
167	1012	A	4	H	1	115	119	26.8	328.29	2.43	3.07	-0.8	C.wuellerstorfi
167	1012	B	3	H	6	75	79	26.88	329.26	2.65	3.29	-0.79	C.wuellerstorfi
